"","state","city","certified","withdraw","cert_withdraw","reject","denied","invalidated","pending","total","rank"
"9249","INDIANA","HOPE",6,0,0,0,1,0,0,7,209
"9250","INDIANA","JEFFERSON",7,0,0,0,0,0,0,7,209
"9251","INDIANA","ROCKPORT",7,0,0,0,0,0,0,7,209
"9252","INDIANA","ROSEDALE",7,0,0,0,0,0,0,7,209
"9253","INDIANA","RUSHVILLE",6,0,1,0,0,0,0,7,209
"9254","INDIANA","SCOTTSBURG",6,1,0,0,0,0,0,7,209
"9255","INDIANA","SHERIDAN",7,0,0,0,0,0,0,7,209
"9256","KANSAS","OLATHE",435,10,20,0,16,0,0,481,209
"9257","LOUISIANA","MANDEVILLE",43,2,5,0,10,0,0,60,209
"9258","SOUTH CAROLINA","MULLINS",25,2,1,0,1,0,0,29,209
"9259","TENNESSEE","GATLINBURG",12,1,0,0,3,0,0,16,209
"9260","TENNESSEE","SAVANNAH",13,1,1,0,1,0,0,16,209
"9261","TENNESSEE","SEWANEE",16,0,0,0,0,0,0,16,209
"9262","ALABAMA","SELMA",62,2,4,0,5,0,0,73,208
"9263","ARIZONA","TUBA CITY",104,2,0,0,18,0,0,124,208
"9264","KANSAS","LEAWOOD",203,8,24,0,8,0,0,243,208
"9265","KENTUCKY","LOUISVILLE",4989,147,223,0,121,0,0,5480,208
"9266","LOUISIANA","BOSSIER CITY",43,4,4,0,1,0,0,52,207.5
"9267","LOUISIANA","SULPHUR",41,2,6,0,3,0,0,52,207.5
"9268","SOUTH CAROLINA","EASLEY",22,1,1,0,4,0,0,28,207.5
"9269","SOUTH CAROLINA","RIDGELAND",25,1,1,0,1,0,0,28,207.5
"9270","ALABAMA","DADEVILLE",61,5,0,0,5,0,0,71,207
"9271","ARIZONA","BENTONVILLE",85,20,8,0,1,0,0,114,207
"9272","KANSAS","SHAWNEE",192,0,14,0,14,0,0,220,207
"9273","KENTUCKY","LEXINGTON",1849,73,164,0,63,0,0,2149,207
"9274","CONNECTICUT","CHESTER",10,1,0,0,1,0,0,12,206.5
"9275","CONNECTICUT","ESSEX",11,0,0,0,1,0,0,12,206.5
"9276","CONNECTICUT","LAKEVILLE",10,1,1,0,0,0,0,12,206.5
"9277","CONNECTICUT","SALISBURY",8,0,3,0,1,0,0,12,206.5
"9278","NEW YORK",". PORT WASHINGTON",1,0,0,0,0,0,0,1,206.5
"9279","NEW YORK","1 COURT SQUARE",1,0,0,0,0,0,0,1,206.5
"9280","NEW YORK","1 EAST ALBANY",0,0,0,0,1,0,0,1,206.5
"9281","NEW YORK","100 CHURCH STREET",1,0,0,0,0,0,0,1,206.5
"9282","NEW YORK","100 HIGH STREET",1,0,0,0,0,0,0,1,206.5
"9283","NEW YORK","10011",0,0,1,0,0,0,0,1,206.5
"9284","NEW YORK","103 CUTTERMILL ROAD",1,0,0,0,0,0,0,1,206.5
"9285","NEW YORK","11 E. BROADWAY",0,0,0,0,1,0,0,1,206.5
"9286","NEW YORK","11 MADISON AVENUE",0,0,1,0,0,0,0,1,206.5
"9287","NEW YORK","1100 AVENUE OF THE AMERICAS",1,0,0,0,0,0,0,1,206.5
"9288","NEW YORK","1111 AMSTERDAM AVENUE",1,0,0,0,0,0,0,1,206.5
"9289","NEW YORK","1130 ST. NICHOLAS AVENUE",1,0,0,0,0,0,0,1,206.5
"9290","NEW YORK","117 CARY HALL",0,0,0,0,1,0,0,1,206.5
"9291","NEW YORK","1221 AVE OF THE AMERICAS",1,0,0,0,0,0,0,1,206.5
"9292","NEW YORK","1221 AVENUE OF THE AMERICAS",0,0,1,0,0,0,0,1,206.5
"9293","NEW YORK","13 W.100TH STREET",1,0,0,0,0,0,0,1,206.5
"9294","NEW YORK","132 HARRISON PLACE",0,0,0,0,1,0,0,1,206.5
"9295","NEW YORK","1333 BROADWAY 3RD FL.",0,0,0,0,1,0,0,1,206.5
"9296","NEW YORK","137 VARICK STREET",0,0,0,0,1,0,0,1,206.5
"9297","NEW YORK","1400 WASHINGTON AVENUE",1,0,0,0,0,0,0,1,206.5
"9298","NEW YORK","15 WATTS ST",1,0,0,0,0,0,0,1,206.5
"9299","NEW YORK","2 HANSON PLAZA",1,0,0,0,0,0,0,1,206.5
"9300","NEW YORK","2 WORLD FINANCIAL CENTER",1,0,0,0,0,0,0,1,206.5
"9301","NEW YORK","20 SPRING STREET",1,0,0,0,0,0,0,1,206.5
"9302","NEW YORK","201 EAST 87TH STREET",0,0,0,0,1,0,0,1,206.5
"9303","NEW YORK","2024 CRESTON AVENUE",0,0,1,0,0,0,0,1,206.5
"9304","NEW YORK","2157 MAIN STREET",1,0,0,0,0,0,0,1,206.5
"9305","NEW YORK","218 SECOND AVENUE",0,0,0,0,1,0,0,1,206.5
"9306","NEW YORK","219 EAST 42ND STREET",1,0,0,0,0,0,0,1,206.5
"9307","NEW YORK","222-05 56TH AVENUE",1,0,0,0,0,0,0,1,206.5
"9308","NEW YORK","225 LIBERTY STREET",1,0,0,0,0,0,0,1,206.5
"9309","NEW YORK","227 EAST 56TH STREET",0,0,0,0,1,0,0,1,206.5
"9310","NEW YORK","240 W. 37TH STREET",1,0,0,0,0,0,0,1,206.5
"9311","NEW YORK","246 GREENE STREET",1,0,0,0,0,0,0,1,206.5
"9312","NEW YORK","250 VESEY STREET",1,0,0,0,0,0,0,1,206.5
"9313","NEW YORK","270-05 76TH AVENUE",1,0,0,0,0,0,0,1,206.5
"9314","NEW YORK","276 MAIN STREET",0,0,0,0,1,0,0,1,206.5
"9315","NEW YORK","2ND FLOOR",0,0,1,0,0,0,0,1,206.5
"9316","NEW YORK","30 CAMPUS ROAD",1,0,0,0,0,0,0,1,206.5
"9317","NEW YORK","300 MADISON AVENUE",0,0,0,0,1,0,0,1,206.5
"9318","NEW YORK","30TH FLOOR",1,0,0,0,0,0,0,1,206.5
"9319","NEW YORK","325 HUDSON STREET",1,0,0,0,0,0,0,1,206.5
"9320","NEW YORK","32ND FLOOR",1,0,0,0,0,0,0,1,206.5
"9321","NEW YORK","3420 MAPLE DRIVE",1,0,0,0,0,0,0,1,206.5
"9322","NEW YORK","38-51 11TH STREET",1,0,0,0,0,0,0,1,206.5
"9323","NEW YORK","38 WEST 32ND STREET",0,0,0,0,1,0,0,1,206.5
"9324","NEW YORK","388 GREENWICH STREET",0,1,0,0,0,0,0,1,206.5
"9325","NEW YORK","3RD FLOOR PURCHASE",1,0,0,0,0,0,0,1,206.5
"9326","NEW YORK","4 IRVING PLACE",1,0,0,0,0,0,0,1,206.5
"9327","NEW YORK","40 SUNSHINE COTTAGE ROAD",1,0,0,0,0,0,0,1,206.5
"9328","NEW YORK","41-27 163RD ST",1,0,0,0,0,0,0,1,206.5
"9329","NEW YORK","43-34 32ND PLACE",0,0,0,0,1,0,0,1,206.5
"9330","NEW YORK","4422 THIRD AVENUE",0,0,1,0,0,0,0,1,206.5
"9331","NEW YORK","465 MAIN ST ",1,0,0,0,0,0,0,1,206.5
"9332","NEW YORK","466 GRAND STREET",1,0,0,0,0,0,0,1,206.5
"9333","NEW YORK","47-27 36TH STREET",0,0,0,0,1,0,0,1,206.5
"9334","NEW YORK","475 NORTHERN BOULEVARD",1,0,0,0,0,0,0,1,206.5
"9335","NEW YORK","475 SEAVIEW AVENUE",1,0,0,0,0,0,0,1,206.5
"9336","NEW YORK","49 W 27TH ST.",1,0,0,0,0,0,0,1,206.5
"9337","NEW YORK","5 TIMES SQUARE",1,0,0,0,0,0,0,1,206.5
"9338","NEW YORK","51 MADISON AVE",1,0,0,0,0,0,0,1,206.5
"9339","NEW YORK","535 FIFTH AVENUE",1,0,0,0,0,0,0,1,206.5
"9340","NEW YORK","55 WATER STREET",1,0,0,0,0,0,0,1,206.5
"9341","NEW YORK","550 FIRST AVENUE",1,0,0,0,0,0,0,1,206.5
"9342","NEW YORK","555 8TH AVE",1,0,0,0,0,0,0,1,206.5
"9343","NEW YORK","5E",1,0,0,0,0,0,0,1,206.5
"9344","NEW YORK","630 WEST 168TH STREET",1,0,0,0,0,0,0,1,206.5
"9345","NEW YORK","637 WEST 27 STREET",1,0,0,0,0,0,0,1,206.5
"9346","NEW YORK","650 WEST 168TH STREET",0,0,1,0,0,0,0,1,206.5
"9347","NEW YORK","7 TIMES SQUARE",1,0,0,0,0,0,0,1,206.5
"9348","NEW YORK","701 WEST  168TH STREET",1,0,0,0,0,0,0,1,206.5
"9349","NEW YORK","726 BROADWAY",1,0,0,0,0,0,0,1,206.5
"9350","NEW YORK","7TH-8TH FLOOR",1,0,0,0,0,0,0,1,206.5
"9351","NEW YORK","800 NORTH PEARL STREET",1,0,0,0,0,0,0,1,206.5
"9352","NEW YORK","88 PINE STREET",1,0,0,0,0,0,0,1,206.5
"9353","NEW YORK","8TH FLOOR",1,0,0,0,0,0,0,1,206.5
"9354","NEW YORK","934 E. GUN HILL ROAD",0,1,0,0,0,0,0,1,206.5
"9355","NEW YORK","ADAMS CENTER",1,0,0,0,0,0,0,1,206.5
"9356","NEW YORK","AKA 3 WORLD FINANCIAL CENTER",1,0,0,0,0,0,0,1,206.5
"9357","NEW YORK","ALBANY NY 12237",1,0,0,0,0,0,0,1,206.5
"9358","NEW YORK","ALBANYMAXIMUS",1,0,0,0,0,0,0,1,206.5
"9359","NEW YORK","ALHAMBRA",0,0,0,0,1,0,0,1,206.5
"9360","NEW YORK","ALMONTE SPRINGS",1,0,0,0,0,0,0,1,206.5
"9361","NEW YORK","ALPENA",1,0,0,0,0,0,0,1,206.5
"9362","NEW YORK","ANDOVER",1,0,0,0,0,0,0,1,206.5
"9363","NEW YORK","ANN ARBOR",1,0,0,0,0,0,0,1,206.5
"9364","NEW YORK","ANNANDALE ON HUDSON",1,0,0,0,0,0,0,1,206.5
"9365","NEW YORK","ANNAPOLIS",0,1,0,0,0,0,0,1,206.5
"9366","NEW YORK","APT. 2D",0,0,1,0,0,0,0,1,206.5
"9367","NEW YORK","AQUEBOGUE",0,0,0,0,1,0,0,1,206.5
"9368","NEW YORK","ARCADE",1,0,0,0,0,0,0,1,206.5
"9369","NEW YORK","ASHLAND",1,0,0,0,0,0,0,1,206.5
"9370","NEW YORK","ATHOL SPRINGS",1,0,0,0,0,0,0,1,206.5
"9371","NEW YORK","AUBURN HILLS",1,0,0,0,0,0,0,1,206.5
"9372","NEW YORK","AVERILL PARK",1,0,0,0,0,0,0,1,206.5
"9373","NEW YORK","BAITING HOLLOW",1,0,0,0,0,0,0,1,206.5
"9374","NEW YORK","BALDWINSVILLE",1,0,0,0,0,0,0,1,206.5
"9375","NEW YORK","BALITMORE",1,0,0,0,0,0,0,1,206.5
"9376","NEW YORK","BALLSTON PARK",1,0,0,0,0,0,0,1,206.5
"9377","NEW YORK","BARRYVILLE",1,0,0,0,0,0,0,1,206.5
"9378","NEW YORK","BAYPORT",1,0,0,0,0,0,0,1,206.5
"9379","NEW YORK","BEAR MOUNTAIN",1,0,0,0,0,0,0,1,206.5
"9380","NEW YORK","BEAVERTON",1,0,0,0,0,0,0,1,206.5
"9381","NEW YORK","BEDMINSTER",1,0,0,0,0,0,0,1,206.5
"9382","NEW YORK","BELLEROSE NY",1,0,0,0,0,0,0,1,206.5
"9383","NEW YORK","BERGENFIELD",1,0,0,0,0,0,0,1,206.5
"9384","NEW YORK","BEVERLY HILLS",1,0,0,0,0,0,0,1,206.5
"9385","NEW YORK","BINGHAHAMTON",1,0,0,0,0,0,0,1,206.5
"9386","NEW YORK","BLDG.",1,0,0,0,0,0,0,1,206.5
"9387","NEW YORK","BLOOMINGTON",1,0,0,0,0,0,0,1,206.5
"9388","NEW YORK","BOCA RATON",1,0,0,0,0,0,0,1,206.5
"9389","NEW YORK","BOTHELL",0,1,0,0,0,0,0,1,206.5
"9390","NEW YORK","BOWLING GREEN",1,0,0,0,0,0,0,1,206.5
"9391","NEW YORK","BRENTWOOD NJ",1,0,0,0,0,0,0,1,206.5
"9392","NEW YORK","BRIARCLIFF",1,0,0,0,0,0,0,1,206.5
"9393","NEW YORK","BRIDGEPORT / NEW YORK",1,0,0,0,0,0,0,1,206.5
"9394","NEW YORK","BRIDGEWATER",1,0,0,0,0,0,0,1,206.5
"9395","NEW YORK","BRIGHTSWATERS",1,0,0,0,0,0,0,1,206.5
"9396","NEW YORK","BROAD CHANNEL",1,0,0,0,0,0,0,1,206.5
"9397","NEW YORK","BRONX.NEW YORK",1,0,0,0,0,0,0,1,206.5
"9398","NEW YORK","BROWNVILLE",1,0,0,0,0,0,0,1,206.5
"9399","NEW YORK","BUFFALLO",1,0,0,0,0,0,0,1,206.5
"9400","NEW YORK","BURBANK",1,0,0,0,0,0,0,1,206.5
"9401","NEW YORK","BURNT HILLS",0,1,0,0,0,0,0,1,206.5
"9402","NEW YORK","BX",0,0,0,0,1,0,0,1,206.5
"9403","NEW YORK","CALEDONIA",1,0,0,0,0,0,0,1,206.5
"9404","NEW YORK","CAMBRIA",0,0,1,0,0,0,0,1,206.5
"9405","NEW YORK","CAMP HILL",0,1,0,0,0,0,0,1,206.5
"9406","NEW YORK","CAMPBELL",1,0,0,0,0,0,0,1,206.5
"9407","NEW YORK","CANANDIUAGA",1,0,0,0,0,0,0,1,206.5
"9408","NEW YORK","CARLSBAD",1,0,0,0,0,0,0,1,206.5
"9409","NEW YORK","CARRIR PARKWAY",0,1,0,0,0,0,0,1,206.5
"9410","NEW YORK","CHAFFEE",1,0,0,0,0,0,0,1,206.5
"9411","NEW YORK","CHAUTAUQUA",1,0,0,0,0,0,0,1,206.5
"9412","NEW YORK","CHERRY CREEK",1,0,0,0,0,0,0,1,206.5
"9413","NEW YORK","CHESTERTOWN",1,0,0,0,0,0,0,1,206.5
"9414","NEW YORK","CINCINNATI",0,1,0,0,0,0,0,1,206.5
"9415","NEW YORK","CITY ISLAND",1,0,0,0,0,0,0,1,206.5
"9416","NEW YORK","CITY OF NEW YORK",0,0,0,0,1,0,0,1,206.5
"9417","NEW YORK","CLEARWATER",1,0,0,0,0,0,0,1,206.5
"9418","NEW YORK","CLIFTON SPRINGS",1,0,0,0,0,0,0,1,206.5
"9419","NEW YORK","COMSTOCK",0,0,1,0,0,0,0,1,206.5
"9420","NEW YORK","CONCORD",0,0,0,0,1,0,0,1,206.5
"9421","NEW YORK","CORE 3",1,0,0,0,0,0,0,1,206.5
"9422","NEW YORK","CORFU",1,0,0,0,0,0,0,1,206.5
"9423","NEW YORK","CORNWALL ON HUDSON",1,0,0,0,0,0,0,1,206.5
"9424","NEW YORK","CRANBURY",1,0,0,0,0,0,0,1,206.5
"9425","NEW YORK","CRANFORD",1,0,0,0,0,0,0,1,206.5
"9426","NEW YORK","CROMWELL",1,0,0,0,0,0,0,1,206.5
"9427","NEW YORK","CULVER CITY",1,0,0,0,0,0,0,1,206.5
"9428","NEW YORK","CUPERTINO",1,0,0,0,0,0,0,1,206.5
"9429","NEW YORK","CUTCHOGUE",1,0,0,0,0,0,0,1,206.5
"9430","NEW YORK","DANIELSON",1,0,0,0,0,0,0,1,206.5
"9431","NEW YORK","DEARBORN",1,0,0,0,0,0,0,1,206.5
"9432","NEW YORK","DEER PATH",1,0,0,0,0,0,0,1,206.5
"9433","NEW YORK","DEERFIELD",1,0,0,0,0,0,0,1,206.5
"9434","NEW YORK","DETROIT",0,0,0,0,1,0,0,1,206.5
"9435","NEW YORK","DOWNTOWN BROOKLYN",1,0,0,0,0,0,0,1,206.5
"9436","NEW YORK","E SETAUKET",1,0,0,0,0,0,0,1,206.5
"9437","NEW YORK","E. AMHERST",1,0,0,0,0,0,0,1,206.5
"9438","NEW YORK","E. SETAUKET",1,0,0,0,0,0,0,1,206.5
"9439","NEW YORK","EAST BRUNSWICK",1,0,0,0,0,0,0,1,206.5
"9440","NEW YORK","EAST JEWETT",1,0,0,0,0,0,0,1,206.5
"9441","NEW YORK","EAST MARION",1,0,0,0,0,0,0,1,206.5
"9442","NEW YORK","EAST MIDDLETOWN",1,0,0,0,0,0,0,1,206.5
"9443","NEW YORK","EAST MIDTOWN MANHATTAN",1,0,0,0,0,0,0,1,206.5
"9444","NEW YORK","EAST ORANGE",1,0,0,0,0,0,0,1,206.5
"9445","NEW YORK","EAST PATCHOGUE",1,0,0,0,0,0,0,1,206.5
"9446","NEW YORK","EAST SCHENECTADY",1,0,0,0,0,0,0,1,206.5
"9447","NEW YORK","EAST SETAUKET NY",1,0,0,0,0,0,0,1,206.5
"9448","NEW YORK","EAST VESTAL",1,0,0,0,0,0,0,1,206.5
"9449","NEW YORK","EAST WINDHAM",1,0,0,0,0,0,0,1,206.5
"9450","NEW YORK","EASTPORT",1,0,0,0,0,0,0,1,206.5
"9451","NEW YORK","EDGEWOOD NY",1,0,0,0,0,0,0,1,206.5
"9452","NEW YORK","EDGEWOOD WAY",0,0,1,0,0,0,0,1,206.5
"9453","NEW YORK","EL MONTE",1,0,0,0,0,0,0,1,206.5
"9454","NEW YORK","ELIZABETH",1,0,0,0,0,0,0,1,206.5
"9455","NEW YORK","ELLENBURG DEPOT",1,0,0,0,0,0,0,1,206.5
"9456","NEW YORK","ELLENVILLE",1,0,0,0,0,0,0,1,206.5
"9457","NEW YORK","EMPIRE STATE PLAZA",1,0,0,0,0,0,0,1,206.5
"9458","NEW YORK","ENGLEWOOD CLIFF",1,0,0,0,0,0,0,1,206.5
"9459","NEW YORK","ENGLEWOOD CLIFFS",1,0,0,0,0,0,0,1,206.5
"9460","NEW YORK","EVANSVILLE",1,0,0,0,0,0,0,1,206.5
"9461","NEW YORK","FAIRFIELD",0,0,0,0,1,0,0,1,206.5
"9462","NEW YORK","FAYETVILLE",1,0,0,0,0,0,0,1,206.5
"9463","NEW YORK","FERNDALE",1,0,0,0,0,0,0,1,206.5
"9464","NEW YORK","FIFTH FLOOR",1,0,0,0,0,0,0,1,206.5
"9465","NEW YORK","FINDLAY",1,0,0,0,0,0,0,1,206.5
"9466","NEW YORK","FITCHBURG",1,0,0,0,0,0,0,1,206.5
"9467","NEW YORK","FLOOR 04",1,0,0,0,0,0,0,1,206.5
"9468","NEW YORK","FLOOR 28",0,1,0,0,0,0,0,1,206.5
"9469","NEW YORK","FLOOR 4",0,0,0,0,1,0,0,1,206.5
"9470","NEW YORK","FLOOR 5",1,0,0,0,0,0,0,1,206.5
"9471","NEW YORK","FORREST HILLS -QUEENS",1,0,0,0,0,0,0,1,206.5
"9472","NEW YORK","FORT WORTH",1,0,0,0,0,0,0,1,206.5
"9473","NEW YORK","FRANKLIN",1,0,0,0,0,0,0,1,206.5
"9474","NEW YORK","FRANKLIN LAKES",0,1,0,0,0,0,0,1,206.5
"9475","NEW YORK","FRISCO",1,0,0,0,0,0,0,1,206.5
"9476","NEW YORK","FT. EDWARD",1,0,0,0,0,0,0,1,206.5
"9477","NEW YORK","GAINESVILLE",1,0,0,0,0,0,0,1,206.5
"9478","NEW YORK","GREAT NECK NEW YORK",1,0,0,0,0,0,0,1,206.5
"9479","NEW YORK","GREENPOINT",1,0,0,0,0,0,0,1,206.5
"9480","NEW YORK","GREENSBORO",0,0,1,0,0,0,0,1,206.5
"9481","NEW YORK","HAPPAUGE",1,0,0,0,0,0,0,1,206.5
"9482","NEW YORK","HARTFORDNEW YORK",1,0,0,0,0,0,0,1,206.5
"9483","NEW YORK","HAUPPAUGE NY 11788",1,0,0,0,0,0,0,1,206.5
"9484","NEW YORK","HECTOR",1,0,0,0,0,0,0,1,206.5
"9485","NEW YORK","HEWLETT HARBOR",1,0,0,0,0,0,0,1,206.5
"9486","NEW YORK","HIGH FALLS",1,0,0,0,0,0,0,1,206.5
"9487","NEW YORK","HILLBURN",1,0,0,0,0,0,0,1,206.5
"9488","NEW YORK","HOLLIS HILLS",1,0,0,0,0,0,0,1,206.5
"9489","NEW YORK","IRVINGTON ON HUDSON",1,0,0,0,0,0,0,1,206.5
"9490","NEW YORK","ISLAND CITY",1,0,0,0,0,0,0,1,206.5
"9491","NEW YORK","JACKSON HTS",1,0,0,0,0,0,0,1,206.5
"9492","NEW YORK","JERICHO PLAZA",0,0,0,0,1,0,0,1,206.5
"9493","NEW YORK","KATTSKILL BAY",1,0,0,0,0,0,0,1,206.5
"9494","NEW YORK","KEENE VALLEY",1,0,0,0,0,0,0,1,206.5
"9495","NEW YORK","KEW GARDENS",1,0,0,0,0,0,0,1,206.5
"9496","NEW YORK","KINDERHOOK",1,0,0,0,0,0,0,1,206.5
"9497","NEW YORK","KING OF PRUSSIA",1,0,0,0,0,0,0,1,206.5
"9498","NEW YORK","LA ROCHELLE",1,0,0,0,0,0,0,1,206.5
"9499","NEW YORK","LAFAYETTE COURT BUILDING",1,0,0,0,0,0,0,1,206.5
"9500","NEW YORK","LAKE CARMEL",1,0,0,0,0,0,0,1,206.5
"9501","NEW YORK","LAKE MARY",1,0,0,0,0,0,0,1,206.5
"9502","NEW YORK","LAUDERHILL",1,0,0,0,0,0,0,1,206.5
"9503","NEW YORK","LI CITY",0,0,0,0,1,0,0,1,206.5
"9504","NEW YORK","LINCOLNDALE",1,0,0,0,0,0,0,1,206.5
"9505","NEW YORK","LOMBARD",1,0,0,0,0,0,0,1,206.5
"9506","NEW YORK","LONG IS CITY",1,0,0,0,0,0,0,1,206.5
"9507","NEW YORK","LONG ISLAND CITY (LIC)",1,0,0,0,0,0,0,1,206.5
"9508","NEW YORK","LONG ISLAND STREET",1,0,0,0,0,0,0,1,206.5
"9509","NEW YORK","LONGISLAND CITY",1,0,0,0,0,0,0,1,206.5
"9510","NEW YORK","LOS ANGELES",0,1,0,0,0,0,0,1,206.5
"9511","NEW YORK","LOWER MANHATTAN",1,0,0,0,0,0,0,1,206.5
"9512","NEW YORK","LYCOMING",1,0,0,0,0,0,0,1,206.5
"9513","NEW YORK","LYNDHURST",1,0,0,0,0,0,0,1,206.5
"9514","NEW YORK","LYONS FALLS",1,0,0,0,0,0,0,1,206.5
"9515","NEW YORK","MANASSAS",1,0,0,0,0,0,0,1,206.5
"9516","NEW YORK","MANHATTEN",1,0,0,0,0,0,0,1,206.5
"9517","NEW YORK","MARTVILLE",1,0,0,0,0,0,0,1,206.5
"9518","NEW YORK","MASPATH",1,0,0,0,0,0,0,1,206.5
"9519","NEW YORK","MAYFIELD",1,0,0,0,0,0,0,1,206.5
"9520","NEW YORK","MENDADS",1,0,0,0,0,0,0,1,206.5
"9521","NEW YORK","MENOMONEE FALLS",1,0,0,0,0,0,0,1,206.5
"9522","NEW YORK","METRO NEW YORK CITY",1,0,0,0,0,0,0,1,206.5
"9523","NEW YORK","MIAMI",1,0,0,0,0,0,0,1,206.5
"9524","NEW YORK","MIDDLEPORT",1,0,0,0,0,0,0,1,206.5
"9525","NEW YORK","MIDTOWN MANHATTAN",1,0,0,0,0,0,0,1,206.5
"9526","NEW YORK","MIDTOWN WEST",1,0,0,0,0,0,0,1,206.5
"9527","NEW YORK","MILLWOOD",1,0,0,0,0,0,0,1,206.5
"9528","NEW YORK","MILPITAS",0,0,0,0,1,0,0,1,206.5
"9529","NEW YORK","MINNEAPOLIS",1,0,0,0,0,0,0,1,206.5
"9530","NEW YORK","MONBELLO",1,0,0,0,0,0,0,1,206.5
"9531","NEW YORK","MOORESVILLE",1,0,0,0,0,0,0,1,206.5
"9532","NEW YORK","MORRIS PLAINS",1,0,0,0,0,0,0,1,206.5
"9533","NEW YORK","MORRISONVILLE",1,0,0,0,0,0,0,1,206.5
"9534","NEW YORK","MT. LAUREL",1,0,0,0,0,0,0,1,206.5
"9535","NEW YORK","MUTTONTOWN",0,0,0,0,1,0,0,1,206.5
"9536","NEW YORK","N. BELLMORE",1,0,0,0,0,0,0,1,206.5
"9537","NEW YORK","N259",1,0,0,0,0,0,0,1,206.5
"9538","NEW YORK","NASHVILLE",0,1,0,0,0,0,0,1,206.5
"9539","NEW YORK","NEW  YORK",1,0,0,0,0,0,0,1,206.5
"9540","NEW YORK","NEW ALBANY",1,0,0,0,0,0,0,1,206.5
"9541","NEW YORK","NEW HAMPTON",1,0,0,0,0,0,0,1,206.5
"9542","NEW YORK","NEW HEMPSTEAD",1,0,0,0,0,0,0,1,206.5
"9543","NEW YORK","NEW ORLEANS",1,0,0,0,0,0,0,1,206.5
"9544","NEW YORK","NEW YOR",1,0,0,0,0,0,0,1,206.5
"9545","NEW YORK","NEW YORK DOWNTOWN",1,0,0,0,0,0,0,1,206.5
"9546","NEW YORK","NEW YORK++",1,0,0,0,0,0,0,1,206.5
"9547","NEW YORK","NEW YORKCHAO",1,0,0,0,0,0,0,1,206.5
"9548","NEW YORK","NEWPORT",0,0,0,0,1,0,0,1,206.5
"9549","NEW YORK","NEWPORT BEACH",1,0,0,0,0,0,0,1,206.5
"9550","NEW YORK","NEWPORT BECH",1,0,0,0,0,0,0,1,206.5
"9551","NEW YORK","NEWTOWN",1,0,0,0,0,0,0,1,206.5
"9552","NEW YORK","NIAGARA",0,0,0,0,1,0,0,1,206.5
"9553","NEW YORK","NO. BABYLON",0,0,0,0,1,0,0,1,206.5
"9554","NEW YORK","NO> BABYLON",1,0,0,0,0,0,0,1,206.5
"9555","NEW YORK","NORTH LONG ISLAND CITY",1,0,0,0,0,0,0,1,206.5
"9556","NEW YORK","NORTH MASSAPEQUA",1,0,0,0,0,0,0,1,206.5
"9557","NEW YORK","NORTH NEW HYDE PARK",0,0,1,0,0,0,0,1,206.5
"9558","NEW YORK","NORTHVILLE",1,0,0,0,0,0,0,1,206.5
"9559","NEW YORK","NOVI",1,0,0,0,0,0,0,1,206.5
"9560","NEW YORK","NY CITY",1,0,0,0,0,0,0,1,206.5
"9561","NEW YORK","OAKWOOD VILLAGE",1,0,0,0,0,0,0,1,206.5
"9562","NEW YORK","OLD BRIDGE",0,0,0,0,1,0,0,1,206.5
"9563","NEW YORK","OLDSMAR",1,0,0,0,0,0,0,1,206.5
"9564","NEW YORK","OMAHA",1,0,0,0,0,0,0,1,206.5
"9565","NEW YORK","ONTARIO",1,0,0,0,0,0,0,1,206.5
"9566","NEW YORK","ORANGE",1,0,0,0,0,0,0,1,206.5
"9567","NEW YORK","ORANGETOWN",1,0,0,0,0,0,0,1,206.5
"9568","NEW YORK","OTISVILLE",1,0,0,0,0,0,0,1,206.5
"9569","NEW YORK","PARADOX",1,0,0,0,0,0,0,1,206.5
"9570","NEW YORK","PARAMUS",1,0,0,0,0,0,0,1,206.5
"9571","NEW YORK","PAUL SMITHS",1,0,0,0,0,0,0,1,206.5
"9572","NEW YORK","PAVILION",1,0,0,0,0,0,0,1,206.5
"9573","NEW YORK","PEACHTREE CITY",0,0,0,0,1,0,0,1,206.5
"9574","NEW YORK","PINE BROOK",1,0,0,0,0,0,0,1,206.5
"9575","NEW YORK","PLANDOME",1,0,0,0,0,0,0,1,206.5
"9576","NEW YORK","PLANO",1,0,0,0,0,0,0,1,206.5
"9577","NEW YORK","PLAZA ALBANY",1,0,0,0,0,0,0,1,206.5
"9578","NEW YORK","PLAZABUFFALO",1,0,0,0,0,0,0,1,206.5
"9579","NEW YORK","PLEASANT VALLEY",0,0,1,0,0,0,0,1,206.5
"9580","NEW YORK","PO BOX 299",1,0,0,0,0,0,0,1,206.5
"9581","NEW YORK","POMANO",0,1,0,0,0,0,0,1,206.5
"9582","NEW YORK","PORT JEFFERSON STATION",1,0,0,0,0,0,0,1,206.5
"9583","NEW YORK","RENSSELAER TECHNOLOGY PARK",1,0,0,0,0,0,0,1,206.5
"9584","NEW YORK","RENSSELEAR",1,0,0,0,0,0,0,1,206.5
"9585","NEW YORK","RESEARCH TRIANGLE PARK",0,0,1,0,0,0,0,1,206.5
"9586","NEW YORK","RESTON",1,0,0,0,0,0,0,1,206.5
"9587","NEW YORK","RICHARDSON",0,0,0,0,1,0,0,1,206.5
"9588","NEW YORK","RICHFIELD",0,1,0,0,0,0,0,1,206.5
