"","state","city","certified","withdraw","cert_withdraw","reject","denied","invalidated","pending","total","rank"
"4845","PENNSYLVANIA","STEELTON",3,0,0,0,0,0,0,3,474.5
"4846","PENNSYLVANIA","SUITE 100",3,0,0,0,0,0,0,3,474.5
"4847","PENNSYLVANIA","SUITE 400",2,0,1,0,0,0,0,3,474.5
"4848","PENNSYLVANIA","SWIFTERWATER",2,0,1,0,0,0,0,3,474.5
"4849","PENNSYLVANIA","SWISSVALE",2,1,0,0,0,0,0,3,474.5
"4850","PENNSYLVANIA","TAMPA",3,0,0,0,0,0,0,3,474.5
"4851","PENNSYLVANIA","TUNKHANNOCK",2,0,0,0,1,0,0,3,474.5
"4852","PENNSYLVANIA","VANDERGRIFT",3,0,0,0,0,0,0,3,474.5
"4853","PENNSYLVANIA","W READING",2,0,0,0,1,0,0,3,474.5
"4854","PENNSYLVANIA","W. CONSHOHOCKEN",3,0,0,0,0,0,0,3,474.5
"4855","PENNSYLVANIA","WALLINGFORD",3,0,0,0,0,0,0,3,474.5
"4856","PENNSYLVANIA","WALTHAM",2,0,0,0,1,0,0,3,474.5
"4857","PENNSYLVANIA","WARFORDSBURG",1,0,0,0,2,0,0,3,474.5
"4858","PENNSYLVANIA","WEATHERLY",3,0,0,0,0,0,0,3,474.5
"4859","PENNSYLVANIA","WESCOSVILLE",3,0,0,0,0,0,0,3,474.5
"4860","PENNSYLVANIA","WEST HAZLETON",3,0,0,0,0,0,0,3,474.5
"4861","PENNSYLVANIA","WEST WYOMING",1,0,0,0,2,0,0,3,474.5
"4862","PENNSYLVANIA","WEST YORK",0,0,0,0,3,0,0,3,474.5
"4863","PENNSYLVANIA","WESTFIELD",3,0,0,0,0,0,0,3,474.5
"4864","PENNSYLVANIA","WRIGHTSVILLE",1,0,0,0,2,0,0,3,474.5
"4865","VIRGINIA","GAINESVILLE",81,9,19,0,7,0,0,116,474.5
"4866","VIRGINIA","WINCHESTER",96,3,5,0,12,0,0,116,474.5
"4867","GEORGIA","SANDERSVILLE",25,2,1,0,6,0,0,34,474
"4868","OHIO","BEREA",23,0,0,0,4,0,0,27,474
"4869","FLORIDA","AVE MARIA",8,0,0,0,1,0,0,9,473
"4870","FLORIDA","CHARLOTTE HARBOR",7,0,1,0,1,0,0,9,473
"4871","FLORIDA","DEBARY",6,0,0,0,3,0,0,9,473
"4872","FLORIDA","DOVER",9,0,0,0,0,0,0,9,473
"4873","FLORIDA","FERNANDINA BEACH",6,0,1,0,2,0,0,9,473
"4874","FLORIDA","INDIAN HARBOUR BEACH",6,0,2,0,1,0,0,9,473
"4875","FLORIDA","JENSEN BEACH",8,0,0,0,1,0,0,9,473
"4876","FLORIDA","KEY LARGO",7,0,0,0,2,0,0,9,473
"4877","FLORIDA","SOUTH PASADENA",8,0,1,0,0,0,0,9,473
"4878","FLORIDA","TREASURE ISLAND",4,0,1,0,4,0,0,9,473
"4879","FLORIDA","TRINITY",7,0,0,0,2,0,0,9,473
"4880","GEORGIA","CARTERSVILLE",32,1,0,0,0,0,0,33,473
"4881","VIRGINIA","MECHANICSVILLE",92,4,13,0,0,0,0,109,473
"4882","OHIO","ADA",24,1,0,0,1,0,0,26,472.5
"4883","OHIO","NORTH OLMSTED",22,0,3,0,1,0,0,26,472.5
"4884","VIRGINIA","MARTINSVILLE",90,6,3,0,8,0,0,107,472
"4885","MASSACHUSETTS","NORTON",36,0,4,0,2,0,0,42,471.5
"4886","MASSACHUSETTS","ROSLINDALE",34,5,2,0,1,0,0,42,471.5
"4887","GEORGIA","LOGANVILLE",29,0,0,0,2,0,0,31,471
"4888","GEORGIA","POOLER",23,1,2,0,5,0,0,31,471
"4889","GEORGIA","RIVERDALE",29,0,0,0,2,0,0,31,471
"4890","VIRGINIA","SOUTH RIDING",104,1,0,0,1,0,0,106,471
"4891","VIRGINIA","OAKTON",85,10,4,0,4,0,0,103,470
"4892","NORTH CAROLINA","FLETCHER",13,0,1,0,2,0,0,16,469.5
"4893","NORTH CAROLINA","ST. PAULS",11,0,4,0,1,0,0,16,469.5
"4894","NORTH CAROLINA","WILLIAMSTON",15,0,1,0,0,0,0,16,469.5
"4895","NORTH CAROLINA","WINGATE",14,2,0,0,0,0,0,16,469.5
"4896","MASSACHUSETTS","GARDNER",38,2,0,0,1,0,0,41,469
"4897","MASSACHUSETTS","NEWBURYPORT",33,1,1,0,6,0,0,41,469
"4898","MASSACHUSETTS","STONEHAM",37,1,1,0,2,0,0,41,469
"4899","OHIO","AVON",21,2,1,0,1,0,0,25,469
"4900","OHIO","CONCORD",21,1,0,0,3,0,0,25,469
"4901","OHIO","FAIRBORN",19,0,3,0,3,0,0,25,469
"4902","OHIO","STEUBENVILLE",23,1,1,0,0,0,0,25,469
"4903","OHIO","STOW",22,0,2,0,1,0,0,25,469
"4904","VIRGINIA","CULPEPER",89,6,3,0,1,0,0,99,469
"4905","VIRGINIA","FARMVILLE",85,3,1,0,5,0,0,94,468
"4906","GEORGIA","COMMERCE",24,0,0,0,6,0,0,30,467.5
"4907","GEORGIA","DACULA",30,0,0,0,0,0,0,30,467.5
"4908","GEORGIA","HAPEVILLE",27,2,0,0,1,0,0,30,467.5
"4909","GEORGIA","STE 266",15,0,15,0,0,0,0,30,467.5
"4910","VIRGINIA","RADFORD",76,3,3,0,4,0,0,86,467
"4911","MASSACHUSETTS","MATTAPAN",33,3,2,0,1,0,0,39,466.5
"4912","MASSACHUSETTS","WESTFIELD",31,4,3,0,1,0,0,39,466.5
"4913","VIRGINIA","GREAT FALLS",57,3,5,0,15,0,0,80,466
"4914","ILLINOIS","AUBURN",3,1,1,0,0,0,0,5,465.5
"4915","ILLINOIS","CALUMET PARK",4,0,0,0,1,0,0,5,465.5
"4916","ILLINOIS","CAMP POINT",4,0,1,0,0,0,0,5,465.5
"4917","ILLINOIS","DETROIT",2,1,2,0,0,0,0,5,465.5
"4918","ILLINOIS","E PEORIA",3,1,1,0,0,0,0,5,465.5
"4919","ILLINOIS","EAST DUBUQUE",4,0,0,0,1,0,0,5,465.5
"4920","ILLINOIS","ELSAH",5,0,0,0,0,0,0,5,465.5
"4921","ILLINOIS","ELWOOD",3,0,2,0,0,0,0,5,465.5
"4922","ILLINOIS","FRANKLIN",4,0,1,0,0,0,0,5,465.5
"4923","ILLINOIS","FRANKLIN GROVE",5,0,0,0,0,0,0,5,465.5
"4924","ILLINOIS","HAINESVILLE",3,1,1,0,0,0,0,5,465.5
"4925","ILLINOIS","IL",4,0,1,0,0,0,0,5,465.5
"4926","ILLINOIS","IRVING",3,0,2,0,0,0,0,5,465.5
"4927","ILLINOIS","LAKE BARRINGTON",4,0,0,0,1,0,0,5,465.5
"4928","ILLINOIS","LAKE IN THE HILLS",4,0,0,0,1,0,0,5,465.5
"4929","ILLINOIS","LAWRENCEVILLE",3,0,1,0,1,0,0,5,465.5
"4930","ILLINOIS","LEBANON",5,0,0,0,0,0,0,5,465.5
"4931","ILLINOIS","LISLE (CHICAGO)",5,0,0,0,0,0,0,5,465.5
"4932","ILLINOIS","MT. CARMEL",5,0,0,0,0,0,0,5,465.5
"4933","ILLINOIS","NEW LENOX",5,0,0,0,0,0,0,5,465.5
"4934","ILLINOIS","PIPER CITY",5,0,0,0,0,0,0,5,465.5
"4935","ILLINOIS","SCHAUMBURGH",5,0,0,0,0,0,0,5,465.5
"4936","ILLINOIS","SUGAR GROVE",4,0,0,0,1,0,0,5,465.5
"4937","ILLINOIS","SUMMIT",4,0,0,0,1,0,0,5,465.5
"4938","ILLINOIS","WEST DUNDEE",4,0,1,0,0,0,0,5,465.5
"4939","ILLINOIS","WILMINGTON",5,0,0,0,0,0,0,5,465.5
"4940","OHIO","GAMBIER",22,2,0,0,0,0,0,24,465.5
"4941","OHIO","RAVENNA",21,0,1,0,2,0,0,24,465.5
"4942","NORTH CAROLINA","DALLAS",14,0,0,0,1,0,0,15,465
"4943","NORTH CAROLINA","FARMVILLE",14,0,1,0,0,0,0,15,465
"4944","NORTH CAROLINA","GLEN RAVEN",11,2,2,0,0,0,0,15,465
"4945","NORTH CAROLINA","LELAND",15,0,0,0,0,0,0,15,465
"4946","NORTH CAROLINA","MORGANTON",14,0,0,0,1,0,0,15,465
"4947","VIRGINIA","CHESTER",66,4,0,0,1,0,0,71,465
"4948","MASSACHUSETTS","NEWTON UPPER FALLS",33,3,1,0,0,0,0,37,464.5
"4949","MASSACHUSETTS","SAUGUS",31,0,6,0,0,0,0,37,464.5
"4950","GEORGIA","BRUNSWICK",27,0,1,0,1,0,0,29,464
"4951","GEORGIA","GREENSBORO",26,0,0,0,3,0,0,29,464
"4952","GEORGIA","MOULTRIE",22,0,1,0,6,0,0,29,464
"4953","VIRGINIA","ASHLAND",57,1,4,0,5,0,0,67,464
"4954","OHIO","GLENWILLOW",22,0,1,0,0,0,0,23,463
"4955","OHIO","LONDON",19,0,1,0,3,0,0,23,463
"4956","OHIO","SYLVANIA",19,2,0,0,2,0,0,23,463
"4957","VIRGINIA","COLONIAL HEIGHTS",57,1,4,0,3,0,0,65,463
"4958","MASSACHUSETTS","HYDE PARK",28,2,3,0,3,0,0,36,462.5
"4959","MASSACHUSETTS","WEYMOUTH",31,0,2,0,3,0,0,36,462.5
"4960","GEORGIA","OAKWOOD",24,0,1,0,2,0,0,27,462
"4961","MINNESOTA","MINNEAPOLIS",12582,254,618,0,297,0,0,13751,462
"4962","VIRGINIA","LEXINGTON",55,0,2,0,4,0,0,61,461.5
"4963","VIRGINIA","STAFFORD",51,2,0,0,8,0,0,61,461.5
"4964","MINNESOTA","EDEN PRAIRIE",2915,83,138,0,65,0,0,3201,461
"4965","GEORGIA","GARDEN CITY",19,0,1,0,6,0,0,26,460.5
"4966","GEORGIA","WATKINSVILLE",23,2,0,0,1,0,0,26,460.5
"4967","MASSACHUSETTS","AGAWAM",31,3,1,0,0,0,0,35,460.5
"4968","MASSACHUSETTS","SEATTLE",29,5,1,0,0,0,0,35,460.5
"4969","MINNESOTA","EAGAN",2879,79,136,0,48,0,0,3142,460
"4970","VIRGINIA","WAYNESBORO",53,2,0,0,3,0,0,58,460
"4971","NEW JERSEY","283 KING GEORGE RD.",1,1,0,0,0,0,0,2,459.5
"4972","NEW JERSEY","AIKEN",1,0,1,0,0,0,0,2,459.5
"4973","NEW JERSEY","ALPHARETTA",1,1,0,0,0,0,0,2,459.5
"4974","NEW JERSEY","ATCO",2,0,0,0,0,0,0,2,459.5
"4975","NEW JERSEY","BALTIMORE",1,1,0,0,0,0,0,2,459.5
"4976","NEW JERSEY","BELLEVUE",2,0,0,0,0,0,0,2,459.5
"4977","NEW JERSEY","BELMAR",2,0,0,0,0,0,0,2,459.5
"4978","NEW JERSEY","BELVIDERE",2,0,0,0,0,0,0,2,459.5
"4979","NEW JERSEY","BETHESDA",1,0,1,0,0,0,0,2,459.5
"4980","NEW JERSEY","BEVERLY",2,0,0,0,0,0,0,2,459.5
"4981","NEW JERSEY","BILLERICA",1,0,1,0,0,0,0,2,459.5
"4982","NEW JERSEY","BIRMINGHAM",2,0,0,0,0,0,0,2,459.5
"4983","NEW JERSEY","BRISTOL",2,0,0,0,0,0,0,2,459.5
"4984","NEW JERSEY","BURBANK",2,0,0,0,0,0,0,2,459.5
"4985","NEW JERSEY","CARY",2,0,0,0,0,0,0,2,459.5
"4986","NEW JERSEY","CHATSWORTH",1,1,0,0,0,0,0,2,459.5
"4987","NEW JERSEY","CLAYTON",1,1,0,0,0,0,0,2,459.5
"4988","NEW JERSEY","CLEARWATER",2,0,0,0,0,0,0,2,459.5
"4989","NEW JERSEY","CLEVELAND",2,0,0,0,0,0,0,2,459.5
"4990","NEW JERSEY","COMMACK",1,0,1,0,0,0,0,2,459.5
"4991","NEW JERSEY","DR LEBANON",2,0,0,0,0,0,0,2,459.5
"4992","NEW JERSEY","DURHAM",2,0,0,0,0,0,0,2,459.5
"4993","NEW JERSEY","E.BRUNSWICK",2,0,0,0,0,0,0,2,459.5
"4994","NEW JERSEY","EAGLEWOOD CLIFFS",1,0,0,0,1,0,0,2,459.5
"4995","NEW JERSEY","EAST",2,0,0,0,0,0,0,2,459.5
"4996","NEW JERSEY","EASTAMPTON",2,0,0,0,0,0,0,2,459.5
"4997","NEW JERSEY","EDGEWOOD",1,0,0,0,1,0,0,2,459.5
"4998","NEW JERSEY","EDISON SQUARE WEST",2,0,0,0,0,0,0,2,459.5
"4999","NEW JERSEY","ELMER",2,0,0,0,0,0,0,2,459.5
"5000","NEW JERSEY","FARMINGTON",1,1,0,0,0,0,0,2,459.5
"5001","NEW JERSEY","FORT MILL",2,0,0,0,0,0,0,2,459.5
"5002","NEW JERSEY","FORT WORTH",1,1,0,0,0,0,0,2,459.5
"5003","NEW JERSEY","FOSTER CITY",1,1,0,0,0,0,0,2,459.5
"5004","NEW JERSEY","FRAMINGHAM",2,0,0,0,0,0,0,2,459.5
"5005","NEW JERSEY","GALLOWAY TOWNSHIP",2,0,0,0,0,0,0,2,459.5
"5006","NEW JERSEY","HAMILTON SQUARE",1,1,0,0,0,0,0,2,459.5
"5007","NEW JERSEY","HARBOR SITE",1,0,1,0,0,0,0,2,459.5
"5008","NEW JERSEY","HARDWICK",2,0,0,0,0,0,0,2,459.5
"5009","NEW JERSEY","HASBROUCK",1,0,0,0,1,0,0,2,459.5
"5010","NEW JERSEY","HAUPPAUGE",2,0,0,0,0,0,0,2,459.5
"5011","NEW JERSEY","HIGHSTOWN",2,0,0,0,0,0,0,2,459.5
"5012","NEW JERSEY","HOPKINTON",2,0,0,0,0,0,0,2,459.5
"5013","NEW JERSEY","IS",1,1,0,0,0,0,0,2,459.5
"5014","NEW JERSEY","ISELIN NJ",2,0,0,0,0,0,0,2,459.5
"5015","NEW JERSEY","JEFFERSON CITY",2,0,0,0,0,0,0,2,459.5
"5016","NEW JERSEY","JERSEY ST",2,0,0,0,0,0,0,2,459.5
"5017","NEW JERSEY","JERSY CITY",1,0,1,0,0,0,0,2,459.5
"5018","NEW JERSEY","JOURNAL SQUARE",2,0,0,0,0,0,0,2,459.5
"5019","NEW JERSEY","KANSAS CITY",1,1,0,0,0,0,0,2,459.5
"5020","NEW JERSEY","KERNEY",2,0,0,0,0,0,0,2,459.5
"5021","NEW JERSEY","LAKES",2,0,0,0,0,0,0,2,459.5
"5022","NEW JERSEY","LAWRENCEVILLE TOWNSHIP",2,0,0,0,0,0,0,2,459.5
"5023","NEW JERSEY","LEDGEWOOD",1,0,0,0,1,0,0,2,459.5
"5024","NEW JERSEY","LEXINGTON",2,0,0,0,0,0,0,2,459.5
"5025","NEW JERSEY","LINCOLNSHIRE",2,0,0,0,0,0,0,2,459.5
"5026","NEW JERSEY","LITTLE SILVER",2,0,0,0,0,0,0,2,459.5
"5027","NEW JERSEY","LYNDRUST",2,0,0,0,0,0,0,2,459.5
"5028","NEW JERSEY","MAHAW",1,0,1,0,0,0,0,2,459.5
"5029","NEW JERSEY","MANHATTAN",1,1,0,0,0,0,0,2,459.5
"5030","NEW JERSEY","MARYSVILLE",1,1,0,0,0,0,0,2,459.5
"5031","NEW JERSEY","METRO MONTVALE",2,0,0,0,0,0,0,2,459.5
"5032","NEW JERSEY","METRO SADDLE BROOK",2,0,0,0,0,0,0,2,459.5
"5033","NEW JERSEY","MILLSTONE",1,0,0,0,1,0,0,2,459.5
"5034","NEW JERSEY","MILLSTONE TWP",1,0,0,0,1,0,0,2,459.5
"5035","NEW JERSEY","MILLTOWN",1,0,0,0,1,0,0,2,459.5
"5036","NEW JERSEY","MINNEAPOLIS",2,0,0,0,0,0,0,2,459.5
"5037","NEW JERSEY","MINNETONKA",1,0,1,0,0,0,0,2,459.5
"5038","NEW JERSEY","MOFFETT ",1,0,1,0,0,0,0,2,459.5
"5039","NEW JERSEY","MONMOUTH JN",2,0,0,0,0,0,0,2,459.5
"5040","NEW JERSEY","MONMOUTH NJ",1,0,1,0,0,0,0,2,459.5
"5041","NEW JERSEY","MONTAGUE",2,0,0,0,0,0,0,2,459.5
"5042","NEW JERSEY","MOORESVILLE",1,1,0,0,0,0,0,2,459.5
"5043","NEW JERSEY","MOUNT EPHRAIM",1,0,1,0,0,0,0,2,459.5
"5044","NEW JERSEY","MOUNT LAUREL TOWNSHIP",2,0,0,0,0,0,0,2,459.5
"5045","NEW JERSEY","MT ARLINGTON",2,0,0,0,0,0,0,2,459.5
"5046","NEW JERSEY","NETCONG",2,0,0,0,0,0,0,2,459.5
"5047","NEW JERSEY","NEW CASTLE",1,1,0,0,0,0,0,2,459.5
"5048","NEW JERSEY","NEWARK/NEW BRUNSWICK",1,0,1,0,0,0,0,2,459.5
"5049","NEW JERSEY","NORTH POMPTON PLAINS",2,0,0,0,0,0,0,2,459.5
"5050","NEW JERSEY","NYC",1,0,1,0,0,0,0,2,459.5
"5051","NEW JERSEY","OAKHURST",2,0,0,0,0,0,0,2,459.5
"5052","NEW JERSEY","OAKS",2,0,0,0,0,0,0,2,459.5
"5053","NEW JERSEY","OCEAN VIEW",2,0,0,0,0,0,0,2,459.5
"5054","NEW JERSEY","OLD BRIDGE TOWNSHIP",2,0,0,0,0,0,0,2,459.5
"5055","NEW JERSEY","OMAHA",2,0,0,0,0,0,0,2,459.5
"5056","NEW JERSEY","OXFORD",2,0,0,0,0,0,0,2,459.5
"5057","NEW JERSEY","PARSIPANY",2,0,0,0,0,0,0,2,459.5
"5058","NEW JERSEY","PEDRICKTOWN",1,1,0,0,0,0,0,2,459.5
"5059","NEW JERSEY","PEMBERTON",2,0,0,0,0,0,0,2,459.5
"5060","NEW JERSEY","PICATAWAY",2,0,0,0,0,0,0,2,459.5
"5061","NEW JERSEY","PLYMOUTH MEETING",2,0,0,0,0,0,0,2,459.5
"5062","NEW JERSEY","PORT NEWARK",2,0,0,0,0,0,0,2,459.5
"5063","NEW JERSEY","PORT NORRIS",2,0,0,0,0,0,0,2,459.5
"5064","NEW JERSEY","PORTSMOUTH",2,0,0,0,0,0,0,2,459.5
"5065","NEW JERSEY","RENSSELAER",2,0,0,0,0,0,0,2,459.5
"5066","NEW JERSEY","RIO GRANDE",2,0,0,0,0,0,0,2,459.5
"5067","NEW JERSEY","ROCKVILLE",1,1,0,0,0,0,0,2,459.5
"5068","NEW JERSEY","ROCKY HILL",2,0,0,0,0,0,0,2,459.5
"5069","NEW JERSEY","ROOSEVELT",1,1,0,0,0,0,0,2,459.5
"5070","NEW JERSEY","ROYERSFORD",2,0,0,0,0,0,0,2,459.5
"5071","NEW JERSEY","SARATOGA SPRINGS",0,0,2,0,0,0,0,2,459.5
"5072","NEW JERSEY","SAYERVILLE",2,0,0,0,0,0,0,2,459.5
"5073","NEW JERSEY","SEACAUCUS",2,0,0,0,0,0,0,2,459.5
"5074","NEW JERSEY","SECACUS",2,0,0,0,0,0,0,2,459.5
"5075","NEW JERSEY","SOUTH BRUNSWICK TOWNSHIP",2,0,0,0,0,0,0,2,459.5
"5076","NEW JERSEY","SOUTH FIELD",2,0,0,0,0,0,0,2,459.5
"5077","NEW JERSEY","SOUTH MIDDLETOWN",2,0,0,0,0,0,0,2,459.5
"5078","NEW JERSEY","SOUTH PISCATAWAY",2,0,0,0,0,0,0,2,459.5
"5079","NEW JERSEY","SOUTHPLAINFIELD",2,0,0,0,0,0,0,2,459.5
"5080","NEW JERSEY","SPRINGFIELD TOWNSHIP",2,0,0,0,0,0,0,2,459.5
"5081","NEW JERSEY","STANHOPE",2,0,0,0,0,0,0,2,459.5
"5082","NEW JERSEY","SUITE 200",1,1,0,0,0,0,0,2,459.5
"5083","NEW JERSEY","SUITE 315",1,1,0,0,0,0,0,2,459.5
"5084","NEW JERSEY","SURF CITY",2,0,0,0,0,0,0,2,459.5
"5085","NEW JERSEY","TALLAHASSEE",2,0,0,0,0,0,0,2,459.5
"5086","NEW JERSEY","TRAINER",2,0,0,0,0,0,0,2,459.5
"5087","NEW JERSEY","TUCKERTON",2,0,0,0,0,0,0,2,459.5
"5088","NEW JERSEY","VICTOR",1,1,0,0,0,0,0,2,459.5
"5089","NEW JERSEY","W. TRENTON",2,0,0,0,0,0,0,2,459.5
"5090","NEW JERSEY","WASHINGTON DC",2,0,0,0,0,0,0,2,459.5
"5091","NEW JERSEY","WASHINGTON TOWNSHIP",1,1,0,0,0,0,0,2,459.5
"5092","NEW JERSEY","WEBSTER",2,0,0,0,0,0,0,2,459.5
"5093","NEW JERSEY","WEST CHESTER",1,1,0,0,0,0,0,2,459.5
"5094","NEW JERSEY","WEST COLLINGSWOOD",2,0,0,0,0,0,0,2,459.5
"5095","NEW JERSEY","WESTBURY",2,0,0,0,0,0,0,2,459.5
"5096","NEW JERSEY","WHIPANNY",2,0,0,0,0,0,0,2,459.5
"5097","NEW JERSEY","WHITE PLAINS",2,0,0,0,0,0,0,2,459.5
"5098","NEW JERSEY","WILDWOOD",2,0,0,0,0,0,0,2,459.5
"5099","NEW JERSEY","WINDSOR",2,0,0,0,0,0,0,2,459.5
"5100","NEW JERSEY","WINDSOR MILL",1,0,1,0,0,0,0,2,459.5
"5101","GEORGIA","WAYNESBORO",20,2,1,0,2,0,0,25,459
"5102","MINNESOTA","RICHFIELD",2751,47,143,0,39,0,0,2980,459
"5103","OHIO","ANNA",21,1,0,0,0,0,0,22,459
"5104","OHIO","EAST LIBERTY",21,1,0,0,0,0,0,22,459
"5105","OHIO","HEBRON",11,1,1,0,9,0,0,22,459
"5106","OHIO","SEVEN HILLS",16,2,1,0,3,0,0,22,459
"5107","OHIO","WHITEHALL",19,0,1,0,2,0,0,22,459
"5108","VIRGINIA","FRANKLIN",51,1,1,0,3,0,0,56,459
"5109","FLORIDA","BUNNELL",4,0,0,0,4,0,0,8,458.5
"5110","FLORIDA","CANTONMENT",7,0,1,0,0,0,0,8,458.5
"5111","FLORIDA","CINCINNATI",1,7,0,0,0,0,0,8,458.5
"5112","FLORIDA","CITRUS SPRINGS",6,0,2,0,0,0,0,8,458.5
"5113","FLORIDA","EL PORTAL",6,1,0,0,1,0,0,8,458.5
"5114","FLORIDA","GRACEVILLE",8,0,0,0,0,0,0,8,458.5
"5115","FLORIDA","GULF BREEZE",8,0,0,0,0,0,0,8,458.5
"5116","FLORIDA","GULFPORT",7,0,1,0,0,0,0,8,458.5
"5117","FLORIDA","HOUSTON",8,0,0,0,0,0,0,8,458.5
"5118","FLORIDA","LONGBOAT KEY",6,0,0,0,2,0,0,8,458.5
"5119","FLORIDA","MARCO ISLAND",6,0,0,0,2,0,0,8,458.5
"5120","FLORIDA","MONTICELLO",8,0,0,0,0,0,0,8,458.5
"5121","FLORIDA","N. MIAMI BEACH",8,0,0,0,0,0,0,8,458.5
"5122","FLORIDA","NEPTUNE BEACH",7,1,0,0,0,0,0,8,458.5
"5123","FLORIDA","NEW YORK",5,0,0,0,3,0,0,8,458.5
"5124","FLORIDA","PAHOKEE",8,0,0,0,0,0,0,8,458.5
"5125","FLORIDA","SANTA ROSA BEACH",5,1,0,0,2,0,0,8,458.5
"5126","FLORIDA","VIERA",7,1,0,0,0,0,0,8,458.5
"5127","MINNESOTA","ST. PAUL",2065,65,140,0,58,0,0,2328,458
"5128","VIRGINIA","SOUTH BOSTON",48,1,3,0,2,0,0,54,458
"5129","GEORGIA","DOUGLAS",21,2,1,0,0,0,0,24,457.5
"5130","GEORGIA","EVANS",23,1,0,0,0,0,0,24,457.5
"5131","MASSACHUSETTS","AMESBURY",29,0,2,0,3,0,0,34,457
"5132","MASSACHUSETTS","FALMOUTH",26,4,1,0,3,0,0,34,457
"5133","MASSACHUSETTS","MELROSE",31,0,2,0,1,0,0,34,457
"5134","MASSACHUSETTS","OXFORD",33,0,1,0,0,0,0,34,457
"5135","MASSACHUSETTS","SOUTH DEERFIELD",28,1,2,0,3,0,0,34,457
"5136","MINNESOTA","BLOOMINGTON",1777,41,115,0,60,0,0,1993,457
"5137","MICHIGAN","ALMONT",8,0,0,0,0,0,0,8,456.5
"5138","MICHIGAN","BLOOMFIELD TOWNSHIP",7,0,0,0,1,0,0,8,456.5
"5139","MICHIGAN","BYRON CENTER",6,1,0,0,1,0,0,8,456.5
"5140","MICHIGAN","CEDAR LAKE",5,2,1,0,0,0,0,8,456.5
"5141","MICHIGAN","FLUSHING",8,0,0,0,0,0,0,8,456.5
"5142","MICHIGAN","HANCOCK",8,0,0,0,0,0,0,8,456.5
"5143","MICHIGAN","HUDSONVILLE",7,0,0,0,1,0,0,8,456.5
"5144","MICHIGAN","IMLAY CITY",8,0,0,0,0,0,0,8,456.5
"5145","MICHIGAN","INKSTER",8,0,0,0,0,0,0,8,456.5
"5146","MICHIGAN","MICHIGAN",7,1,0,0,0,0,0,8,456.5
"5147","MICHIGAN","MUNISING",8,0,0,0,0,0,0,8,456.5
"5148","MICHIGAN","NEW BOSTON",8,0,0,0,0,0,0,8,456.5
"5149","MICHIGAN","PETOSKEY",7,0,0,0,1,0,0,8,456.5
"5150","MICHIGAN","ROSCOMMON",8,0,0,0,0,0,0,8,456.5
"5151","MICHIGAN","SANDUSKY",6,0,1,0,1,0,0,8,456.5
"5152","MICHIGAN","ST CLAIR SHORES",6,0,1,0,1,0,0,8,456.5
"5153","MICHIGAN","ST. JOHNS",4,1,2,0,1,0,0,8,456.5
"5154","MICHIGAN","SYLVAN LAKE",7,0,0,0,1,0,0,8,456.5
"5155","MICHIGAN","TAWAS CITY",6,0,2,0,0,0,0,8,456.5
"5156","MICHIGAN","WASHINGTON TOWNSHIP",8,0,0,0,0,0,0,8,456.5
"5157","NORTH CAROLINA","BATTLEBORO",11,1,0,0,2,0,0,14,456.5
"5158","NORTH CAROLINA","BISCOE",10,0,0,0,4,0,0,14,456.5
"5159","NORTH CAROLINA","BOILING SPRINGS",9,0,0,0,5,0,0,14,456.5
"5160","NORTH CAROLINA","HAMLET",11,1,2,0,0,0,0,14,456.5
"5161","NORTH CAROLINA","JACKSON",10,0,1,0,3,0,0,14,456.5
"5162","NORTH CAROLINA","MAXTON",13,0,1,0,0,0,0,14,456.5
"5163","NORTH CAROLINA","MURFREESBORO",11,0,1,0,2,0,0,14,456.5
"5164","NORTH CAROLINA","NASHVILLE",11,1,1,0,1,0,0,14,456.5
"5165","NORTH CAROLINA","PITTSBORO",12,0,1,0,1,0,0,14,456.5
"5166","NORTH CAROLINA","STANTONSBURG",13,0,0,0,1,0,0,14,456.5
"5167","NORTH CAROLINA","WARRENTON",13,0,0,0,1,0,0,14,456.5
"5168","NORTH CAROLINA","WINTERVILLE",13,0,0,0,1,0,0,14,456.5
"5169","VIRGINIA","DUBLIN",49,0,0,0,3,0,0,52,456.5
"5170","VIRGINIA","WARRENTON",36,1,5,0,10,0,0,52,456.5
"5171","MINNESOTA","ROCHESTER",1768,74,54,0,36,0,0,1932,456
"5172","GEORGIA","MADISON",14,1,0,0,8,0,0,23,455
"5173","GEORGIA","SPARTA",19,0,3,0,1,0,0,23,455
"5174","GEORGIA","SUGAR HILL",20,0,0,0,3,0,0,23,455
"5175","MINNESOTA","SAINT PAUL",1756,67,75,0,32,0,0,1930,455
"5176","VIRGINIA","FOREST",42,0,5,0,4,0,0,51,454.5
"5177","VIRGINIA","NORTH CHESTERFIELD",47,2,1,0,1,0,0,51,454.5
"5178","MINNESOTA","MINNETONKA",1757,46,67,0,31,0,0,1901,454
"5179","OHIO","ETNA",21,0,0,0,0,0,0,21,454
"5180","OHIO","FRANKLIN",21,0,0,0,0,0,0,21,454
"5181","OHIO","GIRARD",20,0,0,0,1,0,0,21,454
"5182","OHIO","SPRINGBORO",18,0,1,0,2,0,0,21,454
"5183","OHIO","TIFFIN",19,0,2,0,0,0,0,21,454
"5184","MASSACHUSETTS","MARSHFIELD",26,0,5,0,2,0,0,33,453.5
"5185","MASSACHUSETTS","WESTBORO",26,4,3,0,0,0,0,33,453.5
